,Article Title,Article Date
8,Brazil unemployment insurance claims in first two weeks of May jump 76.2% - Economy Ministry,May 21 2020
9,Bank of Japan to create its version of Fed's 'Main Street' lending scheme,May 21 2020
0,CANADA FX DEBT-Canadian dollar falls as U.S.-China tensions threaten global outlook,May 21 2020
1,GLOBAL MARKETS-Stocks slip on U.S.-China tensions; oil rises to 2-1/2-month high,May 21 2020
2,US STOCKS-Wall Street finishes down as U.S.-China tensions heighten trade deal worries,May 21 2020
3,UPDATE 1-Bank of Canada governor says interest rates will probably stay low,May 21 2020
4,U.S. senators attempt to advance bill lengthening coronavirus business loan terms,May 21 2020
5,"Fed, Treasury still have 'ammunition' to help coronavirus-ravaged economy -Trump",May 21 2020
6,US STOCKS-Wall Street finishes down on U.S.-China tensions,May 21 2020
7,EMERGING MARKETS-Brazil's real jumps on central bank reassurance,May 21 2020
8,Fed's Bostic: Banks should be preserving as much capital as possible -CNBC,May 21 2020
9,TREASURIES-U.S. long-dated prices inch up as market digests supply,May 21 2020
0,GLOBAL MARKETS-Stocks slip on U.S.-China tensions; oil rises to 2-1/2-month high,May 21 2020
1,"UPDATE 2-U.S. cuts royalties for hard-hit oil, gas drillers",May 21 2020
2,"U.S. senators urge Delta, JetBlue to backtrack on employee hour cuts",May 21 2020
3,FOREX-Dollar edges higher as four-day euro rally fizzles,May 21 2020
4,Kayne Anderson's energy fund managing partner Chuck Yates leaves - sources,May 21 2020
5,US STOCKS-U.S.-China tensions pull Wall Street lower,May 21 2020
6,"Yield curve control a 'natural complement' to some possible Fed tools, Clarida says",May 21 2020
7,Fiat Chrysler says Brazil auto sales falling over 70% so far in May,May 21 2020
8,WRAPUP 4-U.S. labor market struggles as layoffs spread despite businesses reopening,May 21 2020
9,Kudlow says the U.S.-China trade deal is 'intact',May 21 2020
0,RPT-Kudlow says no need for more unemployment aid even as election looms,May 21 2020
1,"US STOCKS-Wall Street slips on rising U.S.-China tensions, recovery worries",May 21 2020
2,Kudlow says no need for more unemployment even as election looms,May 21 2020
3,UPDATE 2-Southwest to limit seats sold on each flight through July -CEO,May 21 2020
4,"US STOCKS-Wall Street slips on rising U.S.-China tensions, recovery worries",May 21 2020
5,"UPDATE 2-European stocks hit by U.S.-China tensions, recovery doubt",May 21 2020
6,CORRECTED-RPT-COLUMN-Franco-German debt push resonates way beyond pandemic: Mike Dolan,May 21 2020
7,CORRECTED-COLUMN-Franco-German debt push resonates way beyond pandemic: Mike Dolan,May 21 2020
8,Italy's daily coronavirus death toll and new cases broadly stable,May 21 2020
9,UPDATE 1-Sterling edges lower as BoE mulls sub-zero rates and data weighs,May 21 2020
0,UPDATE 1-Michigan Governor Whitmer further opens state economy ahead of Trump visit,May 21 2020
1,Southwest will add more flights to meet extra demand through July,May 21 2020
2,"Mnuchin sees U.S. economic bottom in Q2, 'gigantic increase' in Q4",May 21 2020
3,UPDATE 2-South African central bank cuts lending rate by 50 basis points,May 21 2020
4,"UPDATE 3-Italian bond yields hold steady, focus on recovery fund",May 21 2020
5,GLOBAL MARKETS-Stocks slip on U.S.-China tensions; oil rises to 2-1/2-month high,May 21 2020
6,US STOCKS SNAPSHOT-Wall Street falls as trade concerns resurface,May 21 2020
7,"UPDATE 2-Global COVID-19 trial of hydroxychloroquine, which Trump takes, begins",May 21 2020
8,Argentina creditor group member says 'should be enough flexibility to get to a deal' on debt,May 21 2020
9,"IMF says over 20 poor countries seek debt relief, extension possible",May 21 2020
0,IFC invests $26 million in Catterton to fund Latam small companies,May 21 2020
1,"EMERGING MARKETS-Latam FX rally, Brazil's real jumps 2% as c.bank assures support",May 21 2020
2,FOREX-Dollar trades in narrow range as four-day euro rally fizzles,May 21 2020
3,U.S. state unemployment payments in April jump 5-fold from February,May 21 2020
4,UPDATE 1-Largest asset manager wins backing for jumbo board,May 21 2020
5,Morgan Stanley CEO: too early to consider restarting share buy backs,May 21 2020
6,CANADA STOCKS-TSX edges lower on dismal monthly jobs data,May 21 2020
7,US STOCKS-S&P 500 flat as investors weigh trade tensions; TJX surges,May 21 2020
8,TREASURIES-U.S. long-dated prices rise as markets digest debt supply,May 21 2020
9,CANADA FX DEBT-Canadian dollar clings to this week's gains as oil rallies,May 21 2020
0,UPDATE 2-Investec Bank CEO sees no sector-wide relief to come from South African banks,May 21 2020
1,UPDATE 1-Nigeria inflation rose for eighth month in April on higher food prices,May 21 2020
2,CANADA STOCKS-TSX opens lower on dismal jobs data,May 21 2020
3,Brazil's federal tax revenue slumps 29% in April as COVID-19 crisis hits - tax agency,May 21 2020
4,HIGHLIGHTS-South African central bank comments on rate decision,May 21 2020
5,US STOCKS SNAPSHOT-Wall St dips as trade tensions add to virus woes,May 21 2020
6,UPDATE 1-Lebanon at risk of a major food crisis: PM sounds alarm,May 21 2020
7,"TABLE-Holdings of SPDR Gold drop, iShares Silver rise",May 21 2020
8,South African central bank cuts lending rate by 50 basis points,May 21 2020
9,WEEKAHEAD-AFRICA-FX-Nigeria's black market Naira seen under pressure,May 21 2020
0,"U.S. grants royalty relief to hard-hit oil, gas drillers",May 21 2020
1,"UPDATE 2-Turkish central bank trims rates, says worst might be over",May 21 2020
2,"BlackRock says all director nominees elected, executive pay approved",May 21 2020
3,FOREX-Euro set for a fifth consecutive day of gains as optimism builds,May 21 2020
4,"GLOBAL MARKETS-Shares lose footing, oil marches on",May 21 2020
5,US STOCKS-Wall St set to fall as trade tensions add to virus woes,May 21 2020
6,UPDATE 1-Creditors of Brazil's Odebrecht ethanol unit approve restructuring plan,May 21 2020
7,"Brazil's Votorantim posts $597 mln Q1 loss, hit by Nexa mine",May 21 2020
8,"MIDEAST STOCKS-Slow growth, poor earnings push Egypt lower, Major Gulf stocks mixed",May 21 2020
9,Brazilian state lender Caixa reports 22% fall in Q1 net income,May 21 2020
0,UPDATE 3-Lufthansa closes in on $10 billion state rescue deal,May 21 2020
1,"UPDATE 2-UK economy stuck in COVID slump, pace of slide eases in May -PMI",May 21 2020
2,"CANADA STOCKS-TSX futures down on coronavirus fears, U.S.-China tensions",May 21 2020
3,Turkey's central bank sees signs economy may have bottomed out,May 21 2020
4,Turkish cenbank trims rates by 50 pts in face of coronavirus,May 21 2020
5,GRAPHIC-U.S. leveraged loan defaults at 6-year high as coronavirus hits businesses,May 21 2020
6,Creditors of Brazil's Odebrecht ethanol unit approve restructuring plan,May 21 2020
7,US STOCKS-Futures retreat as trade tensions add to pandemic woes,May 21 2020
8,RPT-BRIEF-Intesa Sanpaolo Signs MoU With Tim And Google Cloud For Bank's Digitalization,May 21 2020
9,FOREX-Euro takes a breather after four-day rising streak,May 21 2020
0,"UPDATE 2-Lebanon cenbank to give dollars for food imports, defend currency",May 21 2020
1,UK factories report biggest output drop in over 40 years,May 21 2020
2,Lebanese central bank to provide dollars for essential food imports,May 21 2020
3,UPDATE 1-Euro zone slump eased in May but still sharp,May 21 2020
4,"Sterling edges lower as BoE mulls sub-zero rates, PMI data",May 21 2020
5,"GLOBAL MARKETS-Shares lose footing, oil marches on",May 21 2020
6,Lebanese PM: central bank to intervene to protect Lebanese pound,May 21 2020
7,CEE MARKETS-Stocks fall as new data reveals scale of virus hit,May 21 2020
8,COVID crisis eases slightly for UK economy in May - PMIs,May 21 2020
9,"Greek current account gap shrinks in March, tourism revenue plunge",May 21 2020
0,FOREX-Dollar gains as risk-taking appetite wanes,May 21 2020
1,Japan's April LNG imports fall to decade low as coronavirus curbs demand,May 21 2020
2,"Italian bond yields up marginally, still close to recent low",May 21 2020
3,Israeli anti-viral mask maker Sonovia eyes Nasdaq listing this year,May 21 2020
4,JGB yields fall taking cues from U.S. Treasuries,May 21 2020
5,European shares pull back ahead of PMI numbers,May 21 2020
6,"Lebanon at risk of major food crisis, PM warns",May 21 2020
7,"Foreign investors sell Japanese shares for 14th straight week, longest on record",May 21 2020
8,"GLOBAL MARKETS-Asia shares tread lightly, await China policy meeting",May 21 2020
9,INSIGHT-Britons spurned by banks caught in a coronavirus credit crunch,May 21 2020
0,PRESS DIGEST- New York Times business news - May 21,May 21 2020
1,UPDATE 3-Japan exports fall most since 2009 as pandemic wipes out global demand,May 21 2020
2,FOREX-Dollar firm as Sino-U.S. tension prompts caution,May 21 2020
3,"WRAPUP 1-Backlogs, second wave of layoffs keeping U.S. weekly jobless claims high",May 21 2020
4,Japanese shares run out of steam after touching 2-1/2-month high,May 20 2020
5,"GLOBAL MARKETS-Asia shares temper rally, await China policy meeting",May 20 2020
6,"Morning News Call - India, May 21",May 20 2020
7,UPDATE 2-Insurance comparison firm SelectQuote raises $360 mln in IPO,May 20 2020
8,FOREX-Dollar nurses losses as currency markets eye recovery prospects,May 20 2020
9,PRESS DIGEST-British Business - May 21,May 20 2020
0,"Japan's May factory activity reels as pandemic hits output, orders - PMI",May 20 2020
1,UPDATE 1-Japan exports fall most since 2009 as pandemic hits demand,May 20 2020
2,Forescout sues Advent to complete $1.9 billion merger,May 20 2020
3,PRESS DIGEST- Financial Times - May 21,May 20 2020
4,UPDATE 1-Brazil ready to increase FX intervention but cautious on bond buying -central bank chief,May 20 2020
5,GLOBAL MARKETS-Asia shares set for early gains as focus swings to recovery,May 20 2020
6,Insurance comparison firm SelectQuote prices IPO at above target -source,May 20 2020
7,UPDATE 2-L Brands results underwhelm as pandemic keeps stores shut,May 20 2020
8,Brazil has plenty of room to sell more FX reserves -central bank chief,May 20 2020
9,UPDATE 3-World Bank names financial crisis expert Reinhart as chief economist,May 20 2020
0,MOVES-Bank of America insurance investment banking chief exits -sources,May 20 2020
1,UPDATE 1-Brazil Economy Minister Guedes has full support of his team -official,May 20 2020
2,"UPDATE 2-Fed debates longer-term crisis-fighting plan, minutes show",May 20 2020
3,UPDATE 2-Germany agrees on rescue package for Lufthansa -media,May 20 2020
4,Brazil Economy Minister Guedes has full support of his team -official,May 20 2020
5,UPDATE 2-Trump opens door to in-person G7 June meeting despite pandemic,May 20 2020
6,L Brands quarterly sales fall 37%,May 20 2020
7,TREASURIES-Yields ease after first 20-year bond auction in decades,May 20 2020
8,"GLOBAL MARKETS-Oil gains, stocks rally on renewed recovery hopes",May 20 2020
9,"US STOCKS-Wall St climbs on stimulus hopes, as S&P, Nasdaq hit multi-month highs",May 20 2020
0,"US STOCKS-Wall St climbs on stimulus hopes, as S&P, Nasdaq hit multi-month highs",May 20 2020
1,"U.S. housing finance regulator unveils new capital framework for Fannie, Freddie",May 20 2020
2,FOREX-Dollar weakens as euro climbs on EU common fund proposal,May 20 2020
3,UPDATE 1-Northern Trust shutting fund; an outlier or sign of future risk?,May 20 2020
4,EMERGING MARKETS-Rise in commodity prices lift Latam assets as recovery hopes grow,May 20 2020
5,Senate passes bill that could block Chinese firms from U.S. securities exchanges,May 20 2020
6,CANADA FX DEBT-Canadian dollar climbs as investors bet on economic recovery,May 20 2020
7,"GLOBAL MARKET-Oil gains, stocks rally on renewed recovery hopes",May 20 2020
8,"US STOCKS-Stocks rally on reopening, stimulus hopes",May 20 2020
9,"UPDATE 2-SQM profits plunge again on lower lithium prices, slashes 2020 capex plan",May 20 2020
0,"Fed policymakers pledged to act as appropriate, minutes show",May 20 2020
1,UPDATE 1-Bank of Canada says downward pressure on inflation likely once shutdown ends,May 20 2020
2,TREASURIES-Yields fall after first 20-year bond auction in decades,May 20 2020
3,"MEDIA-McDonald's warns of franchise culling, offers $40 mln in aid - Bloomberg News",May 20 2020
4,Lebanon seeks foreign government-backed financing for power plants after default,May 20 2020
5,US STOCKS-S&P 500 hits two-month high on growing recovery hopes,May 20 2020
6,BlackRock willing to lower ask on Argentine restructuring counter to 50-55 cents - source,May 20 2020
7,UPDATE 1-Continental Resources pushes North Dakota for relief on oil production,May 20 2020
8,"UPDATE 2-Canada recommends masks, says emergency loans have no cap but many limits",May 20 2020
9,UPDATE 2-European shares follow Wall Street higher on recovery hopes,May 20 2020
0,Germany's Merkel: Poorest countries need more help in addition to debt moratorium,May 20 2020
1,"GLOBAL MARKETS-Oil gains, stocks rally on renewed recovery hopes",May 20 2020
2,Could ratification process be iceberg that sinks EU recovery plan?,May 20 2020
3,Merkel expects Lufthansa bailout deal soon,May 20 2020
4,Ford's Chicago plant operating after brief shutdowns Tuesday linked to COVID-19 infections,May 20 2020
5,UK considering extension of mortgage holiday scheme: FT,May 20 2020
6,UPDATE 2-U.S. House to vote on extending small business coronavirus loan program,May 20 2020
7,Banks test sluggish US loan market with a slew of M&A transactions,May 20 2020
8,World Bank names Harvard professor Reinhart as chief economist,May 20 2020
9,UPDATE 1-Bunge's Brazil unit signs contract to acquire two soy plants from Imcopa,May 20 2020
0,UPDATE 1-Egypt to take 1% from salaries due to coronavirus,May 20 2020
1,Continental Resources pushes for regulatory action at North Dakota hearing,May 20 2020
2,"Italy's daily coronavirus death toll steady, new cases fall",May 20 2020
3,Germany agrees on rescue package for Lufthansa - Der Spiegel,May 20 2020
4,"U.S. House considering bill to extend timelines, make changes to small business loans -Pelosi",May 20 2020
5,"EMERGING MARKETS-Most Latam FX, stocks rally on hopes of strong recovery",May 20 2020
6,Retirement services provider Human Interest extends funding round to $50 mln,May 20 2020
7,US STOCKS-Wall St climbs as investors hold out for recovery; Nasdaq at 3-month high,May 20 2020
8,UPDATE 2-Morgan Stanley launches wealth management business in Canada,May 20 2020
9,Slovenia expects strong 2021 recovery after epidemic - finance minister,May 20 2020
0,"UPDATE 3-Canada's annual inflation rate goes negative, but food prices rise",May 20 2020
1,FOREX-Dollar weaker as euro enjoys boost from EU common fund proposal,May 20 2020
2,Scandal-hit states oppose plan for EU scrutiny of money laundering,May 20 2020
3,UPDATE 2-Italian bonds react little to hawkish counter-proposal to recovery fund,May 20 2020
4,"UPDATE 3-Sterling steady vs dollar, weak vs euro as low UK inflation weighs",May 20 2020
5,IIF: Frontier markets face rising funding gaps,May 20 2020
6,"Trump says he may host G7 in person, after earlier cancelling",May 20 2020
7,US STOCKS-Wall St climbs as investors hold out for recovery; Nasdaq at 3-month high,May 20 2020
